age_group,period_flood,pb_level,f_sys,BLL0,threshold_ug_dl,dBLL,exceed
Infant_0_6mo,Pre-flood,C_med,0.75,2,3.5,13.558270425439147,1
Infant_0_6mo,Pre-flood,C_med,0.75,2,5,13.558270425439147,1
Infant_0_6mo,Pre-flood,C_med,1,0.5,3.5,18.07769390058553,1
Infant_0_6mo,Pre-flood,C_med,1,0.5,5,18.07769390058553,1
Infant_0_6mo,Pre-flood,C_med,1,1,3.5,18.07769390058553,1
Infant_0_6mo,Pre-flood,C_med,1,1,5,18.07769390058553,1
Infant_0_6mo,Pre-flood,C_med,1,2,3.5,18.07769390058553,1
Infant_0_6mo,Pre-flood,C_med,1,2,5,18.07769390058553,1
Infant_0_6mo,Pre-flood,C_high,0.25,0.5,3.5,11.432902031875212,1
Infant_0_6mo,Pre-flood,C_high,0.25,0.5,5,11.432902031875212,1
Infant_0_6mo,Pre-flood,C_high,0.25,1,3.5,11.432902031875212,1
Infant_0_6mo,Pre-flood,C_high,0.25,1,5,11.432902031875212,1
Infant_0_6mo,Pre-flood,C_high,0.25,2,3.5,11.432902031875212,1
Infant_0_6mo,Pre-flood,C_high,0.25,2,5,11.432902031875212,1
Infant_0_6mo,Pre-flood,C_high,0.5,0.5,3.5,22.865804063750424,1
Infant_0_6mo,Pre-flood,C_high,0.5,0.5,5,22.865804063750424,1
Infant_0_6mo,Pre-flood,C_high,0.5,1,3.5,22.865804063750424,1
Infant_0_6mo,Pre-flood,C_high,0.5,1,5,22.865804063750424,1
Infant_0_6mo,Pre-flood,C_high,0.5,2,3.5,22.865804063750424,1
Infant_0_6mo,Pre-flood,C_high,0.5,2,5,22.865804063750424,1
Infant_0_6mo,Pre-flood,C_high,0.75,0.5,3.5,34.29870609562564,1
Infant_0_6mo,Pre-flood,C_high,0.75,0.5,5,34.29870609562564,1
Infant_0_6mo,Pre-flood,C_high,0.75,1,3.5,34.29870609562564,1
Infant_0_6mo,Pre-flood,C_high,0.75,1,5,34.29870609562564,1
Infant_0_6mo,Pre-flood,C_high,0.75,2,3.5,34.29870609562564,1
Infant_0_6mo,Pre-flood,C_high,0.75,2,5,34.29870609562564,1
Infant_0_6mo,Pre-flood,C_high,1,0.5,3.5,45.73160812750085,1
Infant_0_6mo,Pre-flood,C_high,1,0.5,5,45.73160812750085,1
Infant_0_6mo,Pre-flood,C_high,1,1,3.5,45.73160812750085,1
Infant_0_6mo,Pre-flood,C_high,1,1,5,45.73160812750085,1
Infant_0_6mo,Pre-flood,C_high,1,2,3.5,45.73160812750085,1
Infant_0_6mo,Pre-flood,C_high,1,2,5,45.73160812750085,1
Infant_0_6mo,Recovery,C_low,0.25,0.5,3.5,2.018251946989629,0
Infant_0_6mo,Recovery,C_low,0.25,0.5,5,2.018251946989629,0
Infant_0_6mo,Recovery,C_low,0.25,1,3.5,2.018251946989629,0
Infant_0_6mo,Recovery,C_low,0.25,1,5,2.018251946989629,0
Infant_0_6mo,Recovery,C_low,0.25,2,3.5,2.018251946989629,1
Infant_0_6mo,Recovery,C_low,0.25,2,5,2.018251946989629,0
Infant_0_6mo,Recovery,C_low,0.5,0.5,3.5,4.036503893979258,1
Infant_0_6mo,Recovery,C_low,0.5,0.5,5,4.036503893979258,0
Infant_0_6mo,Recovery,C_low,0.5,1,3.5,4.036503893979258,1
Infant_0_6mo,Recovery,C_low,0.5,1,5,4.036503893979258,1
Infant_0_6mo,Recovery,C_low,0.5,2,3.5,4.036503893979258,1
Infant_0_6mo,Recovery,C_low,0.5,2,5,4.036503893979258,1
Infant_0_6mo,Recovery,C_low,0.75,0.5,3.5,6.0547558409688875,1
Infant_0_6mo,Recovery,C_low,0.75,0.5,5,6.0547558409688875,1
Infant_0_6mo,Recovery,C_low,0.75,1,3.5,6.0547558409688875,1
Infant_0_6mo,Recovery,C_low,0.75,1,5,6.0547558409688875,1
Infant_0_6mo,Recovery,C_low,0.75,2,3.5,6.0547558409688875,1
Infant_0_6mo,Recovery,C_low,0.75,2,5,6.0547558409688875,1
Infant_0_6mo,Recovery,C_low,1,0.5,3.5,8.073007787958517,1
Infant_0_6mo,Recovery,C_low,1,0.5,5,8.073007787958517,1
Infant_0_6mo,Recovery,C_low,1,1,3.5,8.073007787958517,1
Infant_0_6mo,Recovery,C_low,1,1,5,8.073007787958517,1
Infant_0_6mo,Recovery,C_low,1,2,3.5,8.073007787958517,1
Infant_0_6mo,Recovery,C_low,1,2,5,8.073007787958517,1
Infant_0_6mo,Recovery,C_med,0.25,0.5,3.5,4.661349216351071,1
Infant_0_6mo,Recovery,C_med,0.25,0.5,5,4.661349216351071,1
Infant_0_6mo,Recovery,C_med,0.25,1,3.5,4.661349216351071,1
Infant_0_6mo,Recovery,C_med,0.25,1,5,4.661349216351071,1
Infant_0_6mo,Recovery,C_med,0.25,2,3.5,4.661349216351071,1
Infant_0_6mo,Recovery,C_med,0.25,2,5,4.661349216351071,1
Infant_0_6mo,Recovery,C_med,0.5,0.5,3.5,9.322698432702142,1
Infant_0_6mo,Recovery,C_med,0.5,0.5,5,9.322698432702142,1
Infant_0_6mo,Recovery,C_med,0.5,1,3.5,9.322698432702142,1
Infant_0_6mo,Recovery,C_med,0.5,1,5,9.322698432702142,1
Infant_0_6mo,Recovery,C_med,0.5,2,3.5,9.322698432702142,1
Infant_0_6mo,Recovery,C_med,0.5,2,5,9.322698432702142,1
Infant_0_6mo,Recovery,C_med,0.75,0.5,3.5,13.984047649053212,1
Infant_0_6mo,Recovery,C_med,0.75,0.5,5,13.984047649053212,1
Infant_0_6mo,Recovery,C_med,0.75,1,3.5,13.984047649053212,1
Infant_0_6mo,Recovery,C_med,0.75,1,5,13.984047649053212,1
Infant_0_6mo,Recovery,C_med,0.75,2,3.5,13.984047649053212,1
Infant_0_6mo,Recovery,C_med,0.75,2,5,13.984047649053212,1
Infant_0_6mo,Recovery,C_med,1,0.5,3.5,18.645396865404283,1
Infant_0_6mo,Recovery,C_med,1,0.5,5,18.645396865404283,1
Infant_0_6mo,Recovery,C_med,1,1,3.5,18.645396865404283,1
Infant_0_6mo,Recovery,C_med,1,1,5,18.645396865404283,1
Infant_0_6mo,Recovery,C_med,1,2,3.5,18.645396865404283,1
Infant_0_6mo,Recovery,C_med,1,2,5,18.645396865404283,1
Infant_0_6mo,Recovery,C_high,0.25,0.5,3.5,12.38232149553357,1
Infant_0_6mo,Recovery,C_high,0.25,0.5,5,12.38232149553357,1
Infant_0_6mo,Recovery,C_high,0.25,1,3.5,12.38232149553357,1
Infant_0_6mo,Recovery,C_high,0.25,1,5,12.38232149553357,1
Infant_0_6mo,Recovery,C_high,0.25,2,3.5,12.38232149553357,1
Infant_0_6mo,Recovery,C_high,0.25,2,5,12.38232149553357,1
Infant_0_6mo,Recovery,C_high,0.5,0.5,3.5,24.76464299106714,1
Infant_0_6mo,Recovery,C_high,0.5,0.5,5,24.76464299106714,1
Infant_0_6mo,Recovery,C_high,0.5,1,3.5,24.76464299106714,1
Infant_0_6mo,Recovery,C_high,0.5,1,5,24.76464299106714,1
Infant_0_6mo,Recovery,C_high,0.5,2,3.5,24.76464299106714,1
Infant_0_6mo,Recovery,C_high,0.5,2,5,24.76464299106714,1
Infant_0_6mo,Recovery,C_high,0.75,0.5,3.5,37.14696448660071,1
Infant_0_6mo,Recovery,C_high,0.75,0.5,5,37.14696448660071,1
Infant_0_6mo,Recovery,C_high,0.75,1,3.5,37.14696448660071,1
Infant_0_6mo,Recovery,C_high,0.75,1,5,37.14696448660071,1
Infant_0_6mo,Recovery,C_high,0.75,2,3.5,37.14696448660071,1
Infant_0_6mo,Recovery,C_high,0.75,2,5,37.14696448660071,1
Infant_0_6mo,Recovery,C_high,1,0.5,3.5,49.52928598213428,1
Infant_0_6mo,Recovery,C_high,1,0.5,5,49.52928598213428,1
Infant_0_6mo,Recovery,C_high,1,1,3.5,49.52928598213428,1
Infant_0_6mo,Recovery,C_high,1,1,5,49.52928598213428,1
Infant_0_6mo,Recovery,C_high,1,2,3.5,49.52928598213428,1
Infant_0_6mo,Recovery,C_high,1,2,5,49.52928598213428,1
Infant_6_12mo,Disturbance,C_low,0.25,0.5,3.5,5.4389384820797835,1
Infant_6_12mo,Disturbance,C_low,0.25,0.5,5,5.4389384820797835,1
Infant_6_12mo,Disturbance,C_low,0.25,1,3.5,5.4389384820797835,1
Infant_6_12mo,Disturbance,C_low,0.25,1,5,5.4389384820797835,1
Infant_6_12mo,Disturbance,C_low,0.25,2,3.5,5.4389384820797835,1
Infant_6_12mo,Disturbance,C_low,0.25,2,5,5.4389384820797835,1
Infant_6_12mo,Disturbance,C_low,0.5,0.5,3.5,10.877876964159567,1
Infant_6_12mo,Disturbance,C_low,0.5,0.5,5,10.877876964159567,1
Infant_6_12mo,Disturbance,C_low,0.5,1,3.5,10.877876964159567,1
Infant_6_12mo,Disturbance,C_low,0.5,1,5,10.877876964159567,1
Infant_6_12mo,Disturbance,C_low,0.5,2,3.5,10.877876964159567,1
Infant_6_12mo,Disturbance,C_low,0.5,2,5,10.877876964159567,1
Infant_6_12mo,Disturbance,C_low,0.75,0.5,3.5,16.31681544623935,1
Infant_6_12mo,Disturbance,C_low,0.75,0.5,5,16.31681544623935,1
Infant_6_12mo,Disturbance,C_low,0.75,1,3.5,16.31681544623935,1
Infant_6_12mo,Disturbance,C_low,0.75,1,5,16.31681544623935,1
Infant_6_12mo,Disturbance,C_low,0.75,2,3.5,16.31681544623935,1
Infant_6_12mo,Disturbance,C_low,0.75,2,5,16.31681544623935,1
Infant_6_12mo,Disturbance,C_low,1,0.5,3.5,21.755753928319134,1
Infant_6_12mo,Disturbance,C_low,1,0.5,5,21.755753928319134,1
Infant_6_12mo,Disturbance,C_low,1,1,3.5,21.755753928319134,1
Infant_6_12mo,Disturbance,C_low,1,1,5,21.755753928319134,1
Infant_6_12mo,Disturbance,C_low,1,2,3.5,21.755753928319134,1
Infant_6_12mo,Disturbance,C_low,1,2,5,21.755753928319134,1
Infant_6_12mo,Disturbance,C_med,0.25,0.5,3.5,9.585974178962156,1
Infant_6_12mo,Disturbance,C_med,0.25,0.5,5,9.585974178962156,1
Infant_6_12mo,Disturbance,C_med,0.25,1,3.5,9.585974178962156,1
Infant_6_12mo,Disturbance,C_med,0.25,1,5,9.585974178962156,1
Infant_6_12mo,Disturbance,C_med,0.25,2,3.5,9.585974178962156,1
Infant_6_12mo,Disturbance,C_med,0.25,2,5,9.585974178962156,1
Infant_6_12mo,Disturbance,C_med,0.5,0.5,3.5,19.17194835792431,1
Infant_6_12mo,Disturbance,C_med,0.5,0.5,5,19.17194835792431,1
Infant_6_12mo,Disturbance,C_med,0.5,1,3.5,19.17194835792431,1
Infant_6_12mo,Disturbance,C_med,0.5,1,5,19.17194835792431,1
Infant_6_12mo,Disturbance,C_med,0.5,2,3.5,19.17194835792431,1
Infant_6_12mo,Disturbance,C_med,0.5,2,5,19.17194835792431,1
Infant_6_12mo,Disturbance,C_med,0.75,0.5,3.5,28.757922536886465,1
Infant_6_12mo,Disturbance,C_med,0.75,0.5,5,28.757922536886465,1
Infant_6_12mo,Disturbance,C_med,0.75,1,3.5,28.757922536886465,1
Infant_6_12mo,Disturbance,C_med,0.75,1,5,28.757922536886465,1
Infant_6_12mo,Disturbance,C_med,0.75,2,3.5,28.757922536886465,1
Infant_6_12mo,Disturbance,C_med,0.75,2,5,28.757922536886465,1
Infant_6_12mo,Disturbance,C_med,1,0.5,3.5,38.34389671584862,1
Infant_6_12mo,Disturbance,C_med,1,0.5,5,38.34389671584862,1
Infant_6_12mo,Disturbance,C_med,1,1,3.5,38.34389671584862,1
Infant_6_12mo,Disturbance,C_med,1,1,5,38.34389671584862,1
Infant_6_12mo,Disturbance,C_med,1,2,3.5,38.34389671584862,1
Infant_6_12mo,Disturbance,C_med,1,2,5,38.34389671584862,1
Infant_6_12mo,Disturbance,C_high,0.25,0.5,3.5,18.13177839714248,1
Infant_6_12mo,Disturbance,C_high,0.25,0.5,5,18.13177839714248,1
Infant_6_12mo,Disturbance,C_high,0.25,1,3.5,18.13177839714248,1
Infant_6_12mo,Disturbance,C_high,0.25,1,5,18.13177839714248,1
Infant_6_12mo,Disturbance,C_high,0.25,2,3.5,18.13177839714248,1
Infant_6_12mo,Disturbance,C_high,0.25,2,5,18.13177839714248,1
Infant_6_12mo,Disturbance,C_high,0.5,0.5,3.5,36.26355679428496,1
Infant_6_12mo,Disturbance,C_high,0.5,0.5,5,36.26355679428496,1
Infant_6_12mo,Disturbance,C_high,0.5,1,3.5,36.26355679428496,1
Infant_6_12mo,Disturbance,C_high,0.5,1,5,36.26355679428496,1
Infant_6_12mo,Disturbance,C_high,0.5,2,3.5,36.26355679428496,1
Infant_6_12mo,Disturbance,C_high,0.5,2,5,36.26355679428496,1
Infant_6_12mo,Disturbance,C_high,0.75,0.5,3.5,54.39533519142744,1
Infant_6_12mo,Disturbance,C_high,0.75,0.5,5,54.39533519142744,1
Infant_6_12mo,Disturbance,C_high,0.75,1,3.5,54.39533519142744,1
Infant_6_12mo,Disturbance,C_high,0.75,1,5,54.39533519142744,1
Infant_6_12mo,Disturbance,C_high,0.75,2,3.5,54.39533519142744,1
Infant_6_12mo,Disturbance,C_high,0.75,2,5,54.39533519142744,1
Infant_6_12mo,Disturbance,C_high,1,0.5,3.5,72.52711358856992,1
Infant_6_12mo,Disturbance,C_high,1,0.5,5,72.52711358856992,1
Infant_6_12mo,Disturbance,C_high,1,1,3.5,72.52711358856992,1
Infant_6_12mo,Disturbance,C_high,1,1,5,72.52711358856992,1
Infant_6_12mo,Disturbance,C_high,1,2,3.5,72.52711358856992,1
Infant_6_12mo,Disturbance,C_high,1,2,5,72.52711358856992,1
Infant_6_12mo,Pre-flood,C_low,0.25,0.5,3.5,1.6444285947107762,0
Infant_6_12mo,Pre-flood,C_low,0.25,0.5,5,1.6444285947107762,0
Infant_6_12mo,Pre-flood,C_low,0.25,1,3.5,1.6444285947107762,0
Infant_6_12mo,Pre-flood,C_low,0.25,1,5,1.6444285947107762,0
Infant_6_12mo,Pre-flood,C_low,0.25,2,3.5,1.6444285947107762,1
Infant_6_12mo,Pre-flood,C_low,0.25,2,5,1.6444285947107762,0
Infant_6_12mo,Pre-flood,C_low,0.5,0.5,3.5,3.288857189421552,1
Infant_6_12mo,Pre-flood,C_low,0.5,0.5,5,3.288857189421552,0
Infant_6_12mo,Pre-flood,C_low,0.5,1,3.5,3.2888571894215524,1
Infant_6_12mo,Pre-flood,C_low,0.5,1,5,3.2888571894215524,0
Infant_6_12mo,Pre-flood,C_low,0.5,2,3.5,3.2888571894215524,1
Infant_6_12mo,Pre-flood,C_low,0.5,2,5,3.2888571894215524,1
Infant_6_12mo,Pre-flood,C_low,0.75,0.5,3.5,4.9332857841323285,1
Infant_6_12mo,Pre-flood,C_low,0.75,0.5,5,4.9332857841323285,1
Infant_6_12mo,Pre-flood,C_low,0.75,1,3.5,4.9332857841323285,1
Infant_6_12mo,Pre-flood,C_low,0.75,1,5,4.9332857841323285,1
Infant_6_12mo,Pre-flood,C_low,0.75,2,3.5,4.9332857841323285,1
Infant_6_12mo,Pre-flood,C_low,0.75,2,5,4.9332857841323285,1
Infant_6_12mo,Pre-flood,C_low,1,0.5,3.5,6.577714378843104,1
Infant_6_12mo,Pre-flood,C_low,1,0.5,5,6.577714378843104,1
Infant_6_12mo,Pre-flood,C_low,1,1,3.5,6.577714378843104,1
Infant_6_12mo,Pre-flood,C_low,1,1,5,6.577714378843104,1
Infant_6_12mo,Pre-flood,C_low,1,2,3.5,6.577714378843105,1
Infant_6_12mo,Pre-flood,C_low,1,2,5,6.577714378843105,1
Infant_6_12mo,Pre-flood,C_med,0.25,0.5,3.5,4.009723383525613,1
Infant_6_12mo,Pre-flood,C_med,0.25,0.5,5,4.009723383525613,0
Infant_6_12mo,Pre-flood,C_med,0.25,1,3.5,4.009723383525613,1
Infant_6_12mo,Pre-flood,C_med,0.25,1,5,4.009723383525613,1
Infant_6_12mo,Pre-flood,C_med,0.25,2,3.5,4.009723383525613,1
Infant_6_12mo,Pre-flood,C_med,0.25,2,5,4.009723383525613,1
Infant_6_12mo,Pre-flood,C_med,0.5,0.5,3.5,8.019446767051226,1
Infant_6_12mo,Pre-flood,C_med,0.5,0.5,5,8.019446767051226,1
Infant_6_12mo,Pre-flood,C_med,0.5,1,3.5,8.019446767051226,1
Infant_6_12mo,Pre-flood,C_med,0.5,1,5,8.019446767051226,1
Infant_6_12mo,Pre-flood,C_med,0.5,2,3.5,8.019446767051226,1
Infant_6_12mo,Pre-flood,C_med,0.5,2,5,8.019446767051226,1
Infant_6_12mo,Pre-flood,C_med,0.75,0.5,3.5,12.02917015057684,1
Infant_6_12mo,Pre-flood,C_med,0.75,0.5,5,12.02917015057684,1
Infant_6_12mo,Pre-flood,C_med,0.75,1,3.5,12.02917015057684,1
Infant_6_12mo,Pre-flood,C_med,0.75,1,5,12.02917015057684,1
Infant_6_12mo,Pre-flood,C_med,0.75,2,3.5,12.02917015057684,1
Infant_6_12mo,Pre-flood,C_med,0.75,2,5,12.02917015057684,1
Infant_6_12mo,Pre-flood,C_med,1,0.5,3.5,16.038893534102453,1
Infant_6_12mo,Pre-flood,C_med,1,0.5,5,16.038893534102453,1
Infant_6_12mo,Pre-flood,C_med,1,1,3.5,16.038893534102453,1
Infant_6_12mo,Pre-flood,C_med,1,1,5,16.038893534102453,1
Infant_6_12mo,Pre-flood,C_med,1,2,3.5,16.038893534102453,1
Infant_6_12mo,Pre-flood,C_med,1,2,5,16.038893534102453,1
Infant_6_12mo,Pre-flood,C_high,0.25,0.5,3.5,10.143500574989316,1
Infant_6_12mo,Pre-flood,C_high,0.25,0.5,5,10.143500574989316,1
Infant_6_12mo,Pre-flood,C_high,0.25,1,3.5,10.143500574989316,1
Infant_6_12mo,Pre-flood,C_high,0.25,1,5,10.143500574989316,1
Infant_6_12mo,Pre-flood,C_high,0.25,2,3.5,10.143500574989316,1
Infant_6_12mo,Pre-flood,C_high,0.25,2,5,10.143500574989316,1
Infant_6_12mo,Pre-flood,C_high,0.5,0.5,3.5,20.287001149978632,1
Infant_6_12mo,Pre-flood,C_high,0.5,0.5,5,20.287001149978632,1
Infant_6_12mo,Pre-flood,C_high,0.5,1,3.5,20.287001149978632,1
Infant_6_12mo,Pre-flood,C_high,0.5,1,5,20.287001149978632,1
Infant_6_12mo,Pre-flood,C_high,0.5,2,3.5,20.287001149978632,1
Infant_6_12mo,Pre-flood,C_high,0.5,2,5,20.287001149978632,1
Infant_6_12mo,Pre-flood,C_high,0.75,0.5,3.5,30.43050172496795,1
Infant_6_12mo,Pre-flood,C_high,0.75,0.5,5,30.43050172496795,1
Infant_6_12mo,Pre-flood,C_high,0.75,1,3.5,30.43050172496795,1
Infant_6_12mo,Pre-flood,C_high,0.75,1,5,30.43050172496795,1
Infant_6_12mo,Pre-flood,C_high,0.75,2,3.5,30.430501724967954,1
Infant_6_12mo,Pre-flood,C_high,0.75,2,5,30.430501724967954,1
Infant_6_12mo,Pre-flood,C_high,1,0.5,3.5,40.574002299957264,1
Infant_6_12mo,Pre-flood,C_high,1,0.5,5,40.574002299957264,1
Infant_6_12mo,Pre-flood,C_high,1,1,3.5,40.574002299957264,1
Infant_6_12mo,Pre-flood,C_high,1,1,5,40.574002299957264,1
Infant_6_12mo,Pre-flood,C_high,1,2,3.5,40.574002299957264,1
Infant_6_12mo,Pre-flood,C_high,1,2,5,40.574002299957264,1
Infant_6_12mo,Recovery,C_low,0.25,0.5,3.5,1.7906337102938323,0
Infant_6_12mo,Recovery,C_low,0.25,0.5,5,1.7906337102938323,0
Infant_6_12mo,Recovery,C_low,0.25,1,3.5,1.7906337102938323,0
Infant_6_12mo,Recovery,C_low,0.25,1,5,1.7906337102938323,0
Infant_6_12mo,Recovery,C_low,0.25,2,3.5,1.7906337102938323,1
Infant_6_12mo,Recovery,C_low,0.25,2,5,1.7906337102938323,0
Infant_6_12mo,Recovery,C_low,0.5,0.5,3.5,3.5812674205876647,1
Infant_6_12mo,Recovery,C_low,0.5,0.5,5,3.5812674205876647,0
Infant_6_12mo,Recovery,C_low,0.5,1,3.5,3.5812674205876647,1
Infant_6_12mo,Recovery,C_low,0.5,1,5,3.5812674205876647,0
Infant_6_12mo,Recovery,C_low,0.5,2,3.5,3.5812674205876647,1
Infant_6_12mo,Recovery,C_low,0.5,2,5,3.5812674205876647,1
Infant_6_12mo,Recovery,C_low,0.75,0.5,3.5,5.371901130881498,1
Infant_6_12mo,Recovery,C_low,0.75,0.5,5,5.371901130881498,1
Infant_6_12mo,Recovery,C_low,0.75,1,3.5,5.371901130881498,1
Infant_6_12mo,Recovery,C_low,0.75,1,5,5.371901130881498,1
Infant_6_12mo,Recovery,C_low,0.75,2,3.5,5.371901130881498,1
Infant_6_12mo,Recovery,C_low,0.75,2,5,5.371901130881498,1
Infant_6_12mo,Recovery,C_low,1,0.5,3.5,7.16253484117533,1
Infant_6_12mo,Recovery,C_low,1,0.5,5,7.16253484117533,1
Infant_6_12mo,Recovery,C_low,1,1,3.5,7.162534841175329,1
Infant_6_12mo,Recovery,C_low,1,1,5,7.162534841175329,1
Infant_6_12mo,Recovery,C_low,1,2,3.5,7.162534841175329,1
Infant_6_12mo,Recovery,C_low,1,2,5,7.162534841175329,1
Infant_6_12mo,Recovery,C_med,0.25,0.5,3.5,4.135642754959204,1
Infant_6_12mo,Recovery,C_med,0.25,0.5,5,4.135642754959204,0
Infant_6_12mo,Recovery,C_med,0.25,1,3.5,4.135642754959204,1
Infant_6_12mo,Recovery,C_med,0.25,1,5,4.135642754959204,1
Infant_6_12mo,Recovery,C_med,0.25,2,3.5,4.135642754959204,1
Infant_6_12mo,Recovery,C_med,0.25,2,5,4.135642754959204,1
Infant_6_12mo,Recovery,C_med,0.5,0.5,3.5,8.271285509918409,1
Infant_6_12mo,Recovery,C_med,0.5,0.5,5,8.271285509918409,1
Infant_6_12mo,Recovery,C_med,0.5,1,3.5,8.271285509918409,1
Infant_6_12mo,Recovery,C_med,0.5,1,5,8.271285509918409,1
Infant_6_12mo,Recovery,C_med,0.5,2,3.5,8.271285509918409,1
Infant_6_12mo,Recovery,C_med,0.5,2,5,8.271285509918409,1
Infant_6_12mo,Recovery,C_med,0.75,0.5,3.5,12.40692826487761,1
Infant_6_12mo,Recovery,C_med,0.75,0.5,5,12.40692826487761,1
Infant_6_12mo,Recovery,C_med,0.75,1,3.5,12.40692826487761,1
Infant_6_12mo,Recovery,C_med,0.75,1,5,12.40692826487761,1
Infant_6_12mo,Recovery,C_med,0.75,2,3.5,12.40692826487761,1
Infant_6_12mo,Recovery,C_med,0.75,2,5,12.40692826487761,1
Infant_6_12mo,Recovery,C_med,1,0.5,3.5,16.542571019836817,1
Infant_6_12mo,Recovery,C_med,1,0.5,5,16.542571019836817,1
Infant_6_12mo,Recovery,C_med,1,1,3.5,16.542571019836817,1
Infant_6_12mo,Recovery,C_med,1,1,5,16.542571019836817,1
Infant_6_12mo,Recovery,C_med,1,2,3.5,16.542571019836817,1
Infant_6_12mo,Recovery,C_med,1,2,5,16.542571019836817,1
Infant_6_12mo,Recovery,C_high,0.25,0.5,3.5,10.985844614033358,1
Infant_6_12mo,Recovery,C_high,0.25,0.5,5,10.985844614033358,1
Infant_6_12mo,Recovery,C_high,0.25,1,3.5,10.985844614033358,1
Infant_6_12mo,Recovery,C_high,0.25,1,5,10.985844614033358,1
Infant_6_12mo,Recovery,C_high,0.25,2,3.5,10.985844614033358,1
Infant_6_12mo,Recovery,C_high,0.25,2,5,10.985844614033358,1
Infant_6_12mo,Recovery,C_high,0.5,0.5,3.5,21.971689228066715,1
Infant_6_12mo,Recovery,C_high,0.5,0.5,5,21.971689228066715,1
Infant_6_12mo,Recovery,C_high,0.5,1,3.5,21.971689228066715,1
Infant_6_12mo,Recovery,C_high,0.5,1,5,21.971689228066715,1
Infant_6_12mo,Recovery,C_high,0.5,2,3.5,21.971689228066715,1
Infant_6_12mo,Recovery,C_high,0.5,2,5,21.971689228066715,1
Infant_6_12mo,Recovery,C_high,0.75,0.5,3.5,32.95753384210007,1
Infant_6_12mo,Recovery,C_high,0.75,0.5,5,32.95753384210007,1
Infant_6_12mo,Recovery,C_high,0.75,1,3.5,32.95753384210007,1
Infant_6_12mo,Recovery,C_high,0.75,1,5,32.95753384210007,1
Infant_6_12mo,Recovery,C_high,0.75,2,3.5,32.95753384210007,1
Infant_6_12mo,Recovery,C_high,0.75,2,5,32.95753384210007,1
Infant_6_12mo,Recovery,C_high,1,0.5,3.5,43.94337845613343,1
Infant_6_12mo,Recovery,C_high,1,0.5,5,43.94337845613343,1
Infant_6_12mo,Recovery,C_high,1,1,3.5,43.94337845613343,1
Infant_6_12mo,Recovery,C_high,1,1,5,43.94337845613343,1
Infant_6_12mo,Recovery,C_high,1,2,3.5,43.94337845613343,1
Infant_6_12mo,Recovery,C_high,1,2,5,43.94337845613343,1
Pregnant_Adult,Disturbance,C_low,0.25,0.5,3.5,0.703622977144708,0
Pregnant_Adult,Disturbance,C_low,0.25,0.5,5,0.703622977144708,0
Pregnant_Adult,Disturbance,C_low,0.25,1,3.5,0.703622977144708,0
Pregnant_Adult,Disturbance,C_low,0.25,1,5,0.703622977144708,0
Pregnant_Adult,Disturbance,C_low,0.25,2,3.5,0.703622977144708,0
Pregnant_Adult,Disturbance,C_low,0.25,2,5,0.703622977144708,0
Pregnant_Adult,Disturbance,C_low,0.5,0.5,3.5,1.4072459542894162,0
Pregnant_Adult,Disturbance,C_low,0.5,0.5,5,1.4072459542894162,0
Pregnant_Adult,Disturbance,C_low,0.5,1,3.5,1.407245954289416,0
Pregnant_Adult,Disturbance,C_low,0.5,1,5,1.407245954289416,0
Pregnant_Adult,Disturbance,C_low,0.5,2,3.5,1.407245954289416,0
Pregnant_Adult,Disturbance,C_low,0.5,2,5,1.407245954289416,0
Pregnant_Adult,Disturbance,C_low,0.75,0.5,3.5,2.1108689314341245,0
Pregnant_Adult,Disturbance,C_low,0.75,0.5,5,2.1108689314341245,0
Pregnant_Adult,Disturbance,C_low,0.75,1,3.5,2.1108689314341245,0
Pregnant_Adult,Disturbance,C_low,0.75,1,5,2.1108689314341245,0
Pregnant_Adult,Disturbance,C_low,0.75,2,3.5,2.1108689314341245,1
Pregnant_Adult,Disturbance,C_low,0.75,2,5,2.1108689314341245,0
Pregnant_Adult,Disturbance,C_low,1,0.5,3.5,2.8144919085788325,0
Pregnant_Adult,Disturbance,C_low,1,0.5,5,2.8144919085788325,0
Pregnant_Adult,Disturbance,C_low,1,1,3.5,2.8144919085788325,1
Pregnant_Adult,Disturbance,C_low,1,1,5,2.8144919085788325,0
Pregnant_Adult,Disturbance,C_low,1,2,3.5,2.814491908578832,1
Pregnant_Adult,Disturbance,C_low,1,2,5,2.814491908578832,0
Pregnant_Adult,Disturbance,C_med,0.25,0.5,3.5,1.2401154587162162,0
Pregnant_Adult,Disturbance,C_med,0.25,0.5,5,1.2401154587162162,0
Pregnant_Adult,Disturbance,C_med,0.25,1,3.5,1.2401154587162164,0
Pregnant_Adult,Disturbance,C_med,0.25,1,5,1.2401154587162164,0
Pregnant_Adult,Disturbance,C_med,0.25,2,3.5,1.2401154587162164,0
Pregnant_Adult,Disturbance,C_med,0.25,2,5,1.2401154587162164,0
Pregnant_Adult,Disturbance,C_med,0.5,0.5,3.5,2.4802309174324324,0
Pregnant_Adult,Disturbance,C_med,0.5,0.5,5,2.4802309174324324,0
Pregnant_Adult,Disturbance,C_med,0.5,1,3.5,2.4802309174324324,0
Pregnant_Adult,Disturbance,C_med,0.5,1,5,2.4802309174324324,0
Pregnant_Adult,Disturbance,C_med,0.5,2,3.5,2.480230917432433,1
