age_group,pb_level,BLL0,f_sys,dBLL_med_Post,dBLL_med_Pre,dBLL_p05_Post,dBLL_p05_Pre,dBLL_p95_Post,dBLL_p95_Pre,p_exceed_3_5_Post,p_exceed_3_5_Pre,p_exceed_5_Post,p_exceed_5_Pre,delta_dBLL_med,delta_dBLL_p05,delta_dBLL_p95,rr_exceed_3_5,rr_exceed_5
Child_3_6y,C_med,0.5,0.25,3.82404272045664,2.195608670479709,2.4144324346064403,1.3648444316543693,6.1087869097182885,3.4329004119746496,0.5721666666666667,0.126,0.37283333333333335,0.0036666666666666666,1.628434049976931,1.049588002952071,2.675886497743639,4.541005291005291,101.68181818181819
Child_3_6y,C_med,1,0.25,3.820425431446616,2.1791772054341463,2.4065540545463433,1.3688961672052373,5.978794818028272,3.465769873809222,0.6821666666666666,0.323,0.4408333333333333,0.014,1.6412482260124697,1.037657887341106,2.51302494421905,2.111971104231166,31.488095238095234
Child_3_6y,C_med,2,0.25,3.838709874509572,2.2108781899346273,2.4166241259641614,1.3637961547214172,5.982463033480828,3.4909261983771356,0.9655,0.912,0.5683333333333334,0.13766666666666666,1.6278316845749448,1.0528279712427442,2.4915368351036924,1.0586622807017543,4.128329297820824
Child_3_6y,C_med,0.5,0.5,7.701312012622003,4.377749497233566,4.850128203100397,2.7410789341677138,12.183969898189524,7.005705825320258,0.9658333333333333,0.9103333333333333,0.7591666666666668,0.46166666666666667,3.3235625153884367,2.109049268932683,5.178264072869266,1.060966678872208,1.6444043321299642
Child_3_6y,C_med,1,0.5,7.678780184026863,4.396602651025654,4.897406315755087,2.76642497899506,12.135357186025441,6.8232926737318085,0.9906666666666666,0.9756666666666667,0.8411666666666666,0.6426666666666667,3.2821775330012084,2.130981336760027,5.312064512293633,1.0153741031773145,1.308869294605809
Child_3_6y,C_med,2,0.5,7.643711613122409,4.417604950152826,4.7692072414264315,2.753088140864897,12.123569104704515,6.93755027734167,1,0.9993333333333333,0.9648333333333334,0.9146666666666666,3.226106662969584,2.0161191005615344,5.186018827362845,1.0006671114076051,1.0548469387755104
Child_3_6y,C_med,0.5,0.75,11.459002839511943,6.570137202193424,7.264348237579533,4.184603212601758,18.64258228177201,10.438676940331685,0.9993333333333334,0.997,0.9658333333333333,0.9156666666666666,4.888865637318519,3.0797450249777754,8.203905341440326,1.002340354396523,1.0547870404077175
Child_3_6y,C_med,1,0.75,11.492689339606544,6.673490472745395,7.2066289709879285,4.245168188688522,18.357290351897383,10.612686092885788,1,1,0.9846666666666667,0.9676666666666667,4.819198866861149,2.9614607822994063,7.744604259011595,1,1.0175680330692387
Child_3_6y,C_med,2,0.75,11.51061965075009,6.620104548816701,7.206528102888846,4.15036545962809,18.236682250737445,10.422799480400759,1,1,0.9993333333333334,0.997,4.8905151019333895,3.0561626432607563,7.813882770336686,1,1.002340354396523
Child_3_6y,C_med,0.5,1,15.380163712382354,8.87033750228516,9.614684029270334,5.439008128865162,24.374145798509666,14.282630454650073,0.9998333333333334,1,0.9963333333333333,0.9936666666666667,6.509826210097193,4.175675900405172,10.091515343859593,0.9998333333333334,1.0026836632002682
