date,series,pipe,material,element,value,sample_type,age_group,body_weight_kg,water_intake_L_day,dose_ug_per_kg_day
2023-04-06,pl1_pb,pb,Cast Iron,Pb,7.1740478174916955,Total,Teen,50,1.5,0.21522143452475084
2023-04-06,pl1_pb,pb,Cast Iron,Pb,7.1740478174916955,Total,Toddler,15,0.9,0.43044286904950174
2023-04-06,pl2_cu,cu,PVC,Pb,15.87862316963322,Total,Adult,70,2,0.4536749477038063
2023-04-06,pl2_cu,cu,PVC,Pb,15.87862316963322,Total,Child,27,1.2,0.705716585317032
2023-04-06,pl2_cu,cu,PVC,Pb,15.87862316963322,Total,Infant,7,0.8,1.8146997908152254
2023-04-06,pl2_cu,cu,PVC,Pb,15.87862316963322,Total,Pregnant Adult,65,1.8,0.4397157185436892
2023-04-06,pl2_cu,cu,PVC,Pb,15.87862316963322,Total,Teen,50,1.5,0.4763586950889966
2023-04-06,pl2_cu,cu,PVC,Pb,15.87862316963322,Total,Toddler,15,0.9,0.9527173901779932
2023-04-06,pl2_pb,pb,PVC,Pb,5.743845380674973,Total,Adult,70,2,0.16410986801928493
2023-04-06,pl2_pb,pb,PVC,Pb,5.743845380674973,Total,Child,27,1.2,0.25528201691888763
2023-04-06,pl2_pb,pb,PVC,Pb,5.743845380674973,Total,Infant,7,0.8,0.6564394720771398
2023-04-06,pl2_pb,pb,PVC,Pb,5.743845380674973,Total,Pregnant Adult,65,1.8,0.15906033361869154
2023-04-06,pl2_pb,pb,PVC,Pb,5.743845380674973,Total,Teen,50,1.5,0.17231536142024917
2023-04-06,pl2_pb,pb,PVC,Pb,5.743845380674973,Total,Toddler,15,0.9,0.34463072284049834
2023-04-06,pl3_cu,cu,Cast Iron,Pb,21.193517358923646,Total,Adult,70,2,0.6055290673978184
2023-04-06,pl3_cu,cu,Cast Iron,Pb,21.193517358923646,Total,Child,27,1.2,0.9419341048410509
2023-04-06,pl3_cu,cu,Cast Iron,Pb,21.193517358923646,Total,Infant,7,0.8,2.422116269591274
2023-04-06,pl3_cu,cu,Cast Iron,Pb,21.193517358923646,Total,Pregnant Adult,65,1.8,0.5868974037855779
2023-04-06,pl3_cu,cu,Cast Iron,Pb,21.193517358923646,Total,Teen,50,1.5,0.6358055207677095
2023-04-06,pl3_cu,cu,Cast Iron,Pb,21.193517358923646,Total,Toddler,15,0.9,1.2716110415354187
2023-04-06,pl4_cu,cu,PVC,Pb,13.621618668730578,Total,Adult,70,2,0.38918910482087365
2023-04-06,pl4_cu,cu,PVC,Pb,13.621618668730578,Total,Child,27,1.2,0.6054052741658035
2023-04-06,pl4_cu,cu,PVC,Pb,13.621618668730578,Total,Infant,7,0.8,1.5567564192834948
2023-04-06,pl4_cu,cu,PVC,Pb,13.621618668730578,Total,Pregnant Adult,65,1.8,0.3772140554417699
2023-04-06,pl4_cu,cu,PVC,Pb,13.621618668730578,Total,Teen,50,1.5,0.40864856006191735
2023-04-06,pl4_cu,cu,PVC,Pb,13.621618668730578,Total,Toddler,15,0.9,0.8172971201238347
2023-04-06,pl5_cu,cu,Cast Iron,Pb,12.943671232009333,Total,Adult,70,2,0.3698191780574095
2023-04-06,pl5_cu,cu,Cast Iron,Pb,12.943671232009333,Total,Child,27,1.2,0.5752742769781926
2023-04-06,pl5_cu,cu,Cast Iron,Pb,12.943671232009333,Total,Infant,7,0.8,1.479276712229638
2023-04-06,pl5_cu,cu,Cast Iron,Pb,12.943671232009333,Total,Pregnant Adult,65,1.8,0.35844012642487383
2023-04-06,pl5_cu,cu,Cast Iron,Pb,12.943671232009333,Total,Teen,50,1.5,0.38831013696027994
2023-04-06,pl5_cu,cu,Cast Iron,Pb,12.943671232009333,Total,Toddler,15,0.9,0.77662027392056
2023-04-06,pl5_pb,pb,Cast Iron,Pb,11.922468064482402,Total,Adult,70,2,0.3406419446994972
2023-04-06,pl5_pb,pb,Cast Iron,Pb,11.922468064482402,Total,Child,27,1.2,0.5298874695325512
2023-04-06,pl5_pb,pb,Cast Iron,Pb,11.922468064482402,Total,Infant,7,0.8,1.3625677787979888
2023-04-06,pl5_pb,pb,Cast Iron,Pb,11.922468064482402,Total,Pregnant Adult,65,1.8,0.3301606540933588
2023-04-06,pl5_pb,pb,Cast Iron,Pb,11.922468064482402,Total,Teen,50,1.5,0.35767404193447205
2023-04-06,pl5_pb,pb,Cast Iron,Pb,11.922468064482402,Total,Toddler,15,0.9,0.7153480838689441
2023-04-06,pl6_cu,cu,PVC,Pb,2.4518109932875687,Total,Adult,70,2,0.0700517426653591
2023-04-06,pl6_cu,cu,PVC,Pb,2.4518109932875687,Total,Child,27,1.2,0.1089693774794475
2023-04-06,pl6_cu,cu,PVC,Pb,2.4518109932875687,Total,Infant,7,0.8,0.2802069706614364
2023-04-06,pl6_cu,cu,PVC,Pb,2.4518109932875687,Total,Pregnant Adult,65,1.8,0.0678963044295019
2023-04-06,pl6_cu,cu,PVC,Pb,2.4518109932875687,Total,Teen,50,1.5,0.073554329798627055
2023-04-06,pl6_cu,cu,PVC,Pb,2.4518109932875687,Total,Toddler,15,0.9,0.1471086595972541
2023-04-06,pl6_pb,pb,PVC,Pb,23.947049094195428,Total,Adult,70,2,0.6842014026912979
2023-04-06,pl6_pb,pb,PVC,Pb,23.947049094195428,Total,Child,27,1.2,1.0643132930753525
2023-04-06,pl6_pb,pb,PVC,Pb,23.947049094195428,Total,Infant,7,0.8,2.7368056107651917
2023-04-06,pl6_pb,pb,PVC,Pb,23.947049094195428,Total,Pregnant Adult,65,1.8,0.6631490518392581
2023-04-06,pl6_pb,pb,PVC,Pb,23.947049094195428,Total,Teen,50,1.5,0.7184114728258629
2023-04-06,pl6_pb,pb,PVC,Pb,23.947049094195428,Total,Toddler,15,0.9,1.4368229456517259
2023-06-08,pl_NA,NA,NA,Pb,4.1966692906556995,Total,Adult,70,2,0.11990483687587712
2023-06-08,pl_NA,NA,NA,Pb,4.1966692906556995,Total,Child,27,1.2,0.1865186351402533
2023-06-08,pl_NA,NA,NA,Pb,4.1966692906556995,Total,Infant,7,0.8,0.47961934750350854
2023-06-08,pl_NA,NA,NA,Pb,4.1966692906556995,Total,Pregnant Adult,65,1.8,0.1162154572796963
2023-06-08,pl_NA,NA,NA,Pb,4.1966692906556995,Total,Teen,50,1.5,0.125900078719671
2023-06-08,pl_NA,NA,NA,Pb,4.1966692906556995,Total,Toddler,15,0.9,0.251800157439342
2023-06-20,pl1_cu,cu,Cast Iron,Pb,45.8560286071246,Total,Adult,70,2,1.3101722459178458
2023-06-20,pl1_cu,cu,Cast Iron,Pb,45.8560286071246,Total,Child,27,1.2,2.0380457158722045
2023-06-20,pl1_cu,cu,Cast Iron,Pb,45.8560286071246,Total,Infant,7,0.8,5.240688983671383
2023-06-20,pl1_cu,cu,Cast Iron,Pb,45.8560286071246,Total,Pregnant Adult,65,1.8,1.2698592537357583
2023-06-20,pl1_cu,cu,Cast Iron,Pb,45.8560286071246,Total,Teen,50,1.5,1.375680858213738
2023-06-20,pl1_cu,cu,Cast Iron,Pb,45.8560286071246,Total,Toddler,15,0.9,2.751361716427476
2023-06-20,pl1_pb,pb,Cast Iron,Pb,14.481473830111382,Total,Adult,70,2,0.41375639514603946
2023-06-20,pl1_pb,pb,Cast Iron,Pb,14.481473830111382,Total,Child,27,1.2,0.6436210591160614
2023-06-20,pl1_pb,pb,Cast Iron,Pb,14.481473830111382,Total,Infant,7,0.8,1.655025580584158
2023-06-20,pl1_pb,pb,Cast Iron,Pb,14.481473830111382,Total,Pregnant Adult,65,1.8,0.401025429141546
2023-06-20,pl1_pb,pb,Cast Iron,Pb,14.481473830111382,Total,Teen,50,1.5,0.43444421490334145
2023-06-20,pl1_pb,pb,Cast Iron,Pb,14.481473830111382,Total,Toddler,15,0.9,0.8688884298066829
2023-06-20,pl2_cu,cu,PVC,Pb,52.88455365641387,Total,Adult,70,2,1.5109872473261106
2023-06-20,pl2_cu,cu,PVC,Pb,52.88455365641387,Total,Child,27,1.2,2.3504246069517274
2023-06-20,pl2_cu,cu,PVC,Pb,52.88455365641387,Total,Infant,7,0.8,6.043948989304442
2023-06-20,pl2_cu,cu,PVC,Pb,52.88455365641387,Total,Pregnant Adult,65,1.8,1.4644953320237688
2023-06-20,pl2_cu,cu,PVC,Pb,52.88455365641387,Total,Teen,50,1.5,1.5865366096924163
2023-06-20,pl2_cu,cu,PVC,Pb,52.88455365641387,Total,Toddler,15,0.9,3.1730732193848326
2023-06-20,pl2_pb,pb,PVC,Pb,38.095462382996175,Total,Adult,70,2,1.0884417823713193
2023-06-20,pl2_pb,pb,PVC,Pb,38.095462382996175,Total,Child,27,1.2,1.6931316614664966
2023-06-20,pl2_pb,pb,PVC,Pb,38.095462382996175,Total,Infant,7,0.8,4.353767129485277
2023-06-20,pl2_pb,pb,PVC,Pb,38.095462382996175,Total,Pregnant Adult,65,1.8,1.0549512659906632
2023-06-20,pl2_pb,pb,PVC,Pb,38.095462382996175,Total,Teen,50,1.5,1.1428638714898853
2023-06-20,pl2_pb,pb,PVC,Pb,38.095462382996175,Total,Toddler,15,0.9,2.2857277429797707
2023-06-20,pl3_cu,cu,Cast Iron,Pb,37.104903746508135,Total,Adult,70,2,1.0601401070430896
2023-06-20,pl3_cu,cu,Cast Iron,Pb,37.104903746508135,Total,Child,27,1.2,1.6491068331781393
2023-06-20,pl3_cu,cu,Cast Iron,Pb,37.104903746508135,Total,Infant,7,0.8,4.240560428172358
2023-06-20,pl3_cu,cu,Cast Iron,Pb,37.104903746508135,Total,Pregnant Adult,65,1.8,1.0275204114417638
2023-06-20,pl3_cu,cu,Cast Iron,Pb,37.104903746508135,Total,Teen,50,1.5,1.1131471123952439
2023-06-20,pl3_cu,cu,Cast Iron,Pb,37.104903746508135,Total,Toddler,15,0.9,2.226294224790488
2023-06-20,pl3_pb,pb,Cast Iron,Pb,56.727409522686514,Total,Adult,70,2,1.6207831292196146
2023-06-20,pl3_pb,pb,Cast Iron,Pb,56.727409522686514,Total,Child,27,1.2,2.5212182010082893
2023-06-20,pl3_pb,pb,Cast Iron,Pb,56.727409522686514,Total,Infant,7,0.8,6.483132516878459
2023-06-20,pl3_pb,pb,Cast Iron,Pb,56.727409522686514,Total,Pregnant Adult,65,1.8,1.5709128790897806
2023-06-20,pl3_pb,pb,Cast Iron,Pb,56.727409522686514,Total,Teen,50,1.5,1.7018222856805953
2023-06-20,pl3_pb,pb,Cast Iron,Pb,56.727409522686514,Total,Toddler,15,0.9,3.403644571361191
2023-06-20,pl4_cu,cu,PVC,Pb,51.52161442366469,Total,Adult,70,2,1.4720461263904197
2023-06-20,pl4_cu,cu,PVC,Pb,51.52161442366469,Total,Child,27,1.2,2.2898495299406525
2023-06-20,pl4_cu,cu,PVC,Pb,51.52161442366469,Total,Infant,7,0.8,5.8881845055616795
2023-06-20,pl4_cu,cu,PVC,Pb,51.52161442366469,Total,Pregnant Adult,65,1.8,1.4267523994245606
2023-06-20,pl4_cu,cu,PVC,Pb,51.52161442366469,Total,Teen,50,1.5,1.5456484327099407
2023-06-20,pl4_cu,cu,PVC,Pb,51.52161442366469,Total,Toddler,15,0.9,3.091296865419881
2023-06-20,pl4_pb,pb,PVC,Pb,48.76445105848657,Total,Adult,70,2,1.3932700302424734
2023-06-20,pl4_pb,pb,PVC,Pb,48.76445105848657,Total,Child,27,1.2,2.1673089359327364
2023-06-20,pl4_pb,pb,PVC,Pb,48.76445105848657,Total,Infant,7,0.8,5.573080120969894
2023-06-20,pl4_pb,pb,PVC,Pb,48.76445105848657,Total,Pregnant Adult,65,1.8,1.3504001831580899
2023-06-20,pl4_pb,pb,PVC,Pb,48.76445105848657,Total,Teen,50,1.5,1.462933531754597
2023-06-20,pl4_pb,pb,PVC,Pb,48.76445105848657,Total,Toddler,15,0.9,2.9258670635091946
2023-06-20,pl5_cu,cu,Cast Iron,Pb,18.552763295265336,Total,Adult,70,2,0.5300789512932953
2023-06-20,pl5_cu,cu,Cast Iron,Pb,18.552763295265336,Total,Child,27,1.2,0.8245672575673483
2023-06-20,pl5_cu,cu,Cast Iron,Pb,18.552763295265336,Total,Infant,7,0.8,2.1203158051731816
2023-06-20,pl5_cu,cu,Cast Iron,Pb,18.552763295265336,Total,Pregnant Adult,65,1.8,0.5137688297150401
2023-06-20,pl5_cu,cu,Cast Iron,Pb,18.552763295265336,Total,Teen,50,1.5,0.5565828988579601
2023-06-20,pl5_cu,cu,Cast Iron,Pb,18.552763295265336,Total,Toddler,15,0.9,1.1131657977159202
2023-06-20,pl5_pb,pb,Cast Iron,Pb,37.47502844853963,Total,Adult,70,2,1.0707150985297038
2023-06-20,pl5_pb,pb,Cast Iron,Pb,37.47502844853963,Total,Child,27,1.2,1.6655568199350947
2023-06-20,pl5_pb,pb,Cast Iron,Pb,37.47502844853963,Total,Infant,7,0.8,4.282860394118815
2023-06-20,pl5_pb,pb,Cast Iron,Pb,37.47502844853963,Total,Pregnant Adult,65,1.8,1.0377700185749437
2023-06-20,pl5_pb,pb,Cast Iron,Pb,37.47502844853963,Total,Teen,50,1.5,1.124250853456189
2023-06-20,pl5_pb,pb,Cast Iron,Pb,37.47502844853963,Total,Toddler,15,0.9,2.248501706912378
2023-06-20,pl6_cu,cu,PVC,Pb,79.34818806806376,Total,Adult,70,2,2.2670910876589647
2023-06-20,pl6_cu,cu,PVC,Pb,79.34818806806376,Total,Child,27,1.2,3.5265861363583895
2023-06-20,pl6_cu,cu,PVC,Pb,79.34818806806376,Total,Infant,7,0.8,9.068364350635859
2023-06-20,pl6_cu,cu,PVC,Pb,79.34818806806376,Total,Pregnant Adult,65,1.8,2.1973344388079195
2023-06-20,pl6_cu,cu,PVC,Pb,79.34818806806376,Total,Teen,50,1.5,2.380445642041913
2023-06-20,pl6_cu,cu,PVC,Pb,79.34818806806376,Total,Toddler,15,0.9,4.760891284083826
2023-06-20,pl6_pb,pb,PVC,Pb,50.125445029770255,Total,Adult,70,2,1.4321555722791501
2023-06-20,pl6_pb,pb,PVC,Pb,50.125445029770255,Total,Child,27,1.2,2.227797556878678
2023-06-20,pl6_pb,pb,PVC,Pb,50.125445029770255,Total,Infant,7,0.8,5.7286222891166005
2023-06-20,pl6_pb,pb,PVC,Pb,50.125445029770255,Total,Pregnant Adult,65,1.8,1.3880892469782533
2023-06-20,pl6_pb,pb,PVC,Pb,50.125445029770255,Total,Teen,50,1.5,1.5037633508931076
2023-06-20,pl6_pb,pb,PVC,Pb,50.125445029770255,Total,Toddler,15,0.9,3.0075267017862157
2023-06-27,pl1_cu,cu,Cast Iron,Pb,3.0004316144629524,Total,Adult,70,2,0.08572661755608435
2023-06-27,pl1_cu,cu,Cast Iron,Pb,3.0004316144629524,Total,Child,27,1.2,0.13335251619835342
2023-06-27,pl1_cu,cu,Cast Iron,Pb,3.0004316144629524,Total,Infant,7,0.8,0.34290647022433746
2023-06-27,pl1_cu,cu,Cast Iron,Pb,3.0004316144629524,Total,Pregnant Adult,65,1.8,0.08308887547743561
2023-06-27,pl1_cu,cu,Cast Iron,Pb,3.0004316144629524,Total,Teen,50,1.5,0.09001294843388857
2023-06-27,pl1_cu,cu,Cast Iron,Pb,3.0004316144629524,Total,Toddler,15,0.9,0.18002589686777715
2023-06-27,pl1_pb,pb,Cast Iron,Pb,6.9879923661313015,Total,Adult,70,2,0.19965692474660862
2023-06-27,pl1_pb,pb,Cast Iron,Pb,6.9879923661313015,Total,Child,27,1.2,0.3105774384947245
2023-06-27,pl1_pb,pb,Cast Iron,Pb,6.9879923661313015,Total,Infant,7,0.8,0.7986276989864345
2023-06-27,pl1_pb,pb,Cast Iron,Pb,6.9879923661313015,Total,Pregnant Adult,65,1.8,0.19351363475440528
2023-06-27,pl1_pb,pb,Cast Iron,Pb,6.9879923661313015,Total,Teen,50,1.5,0.20963977098393904
2023-06-27,pl1_pb,pb,Cast Iron,Pb,6.9879923661313015,Total,Toddler,15,0.9,0.4192795419678781
2023-06-27,pl3_cu,cu,Cast Iron,Pb,0.6140682110263027,Total,Adult,70,2,0.017544806029322936
2023-06-27,pl3_cu,cu,Cast Iron,Pb,0.6140682110263027,Total,Child,27,1.2,0.027291920490057894
2023-06-27,pl3_cu,cu,Cast Iron,Pb,0.6140682110263027,Total,Infant,7,0.8,0.07017922411729174
2023-06-27,pl3_cu,cu,Cast Iron,Pb,0.6140682110263027,Total,Pregnant Adult,65,1.8,0.017004965843805304
2023-06-27,pl3_cu,cu,Cast Iron,Pb,0.6140682110263027,Total,Teen,50,1.5,0.01842204633078908
2023-06-27,pl3_cu,cu,Cast Iron,Pb,0.6140682110263027,Total,Toddler,15,0.9,0.03684409266157816
2023-06-27,pl3_pb,pb,Cast Iron,Pb,0.6963368289282538,Total,Adult,70,2,0.01989533796937868
2023-06-27,pl3_pb,pb,Cast Iron,Pb,0.6963368289282538,Total,Child,27,1.2,0.030948303507922388
2023-06-27,pl3_pb,pb,Cast Iron,Pb,0.6963368289282538,Total,Infant,7,0.8,0.07958135187751472
2023-06-27,pl3_pb,pb,Cast Iron,Pb,0.6963368289282538,Total,Pregnant Adult,65,1.8,0.01928317372416703
2023-06-27,pl3_pb,pb,Cast Iron,Pb,0.6963368289282538,Total,Teen,50,1.5,0.020890104867847613
2023-06-27,pl3_pb,pb,Cast Iron,Pb,0.6963368289282538,Total,Toddler,15,0.9,0.041780209735695226
2023-06-27,pl4_cu,cu,PVC,Pb,3.149294560198957,Total,Adult,70,2,0.08997984457711306
2023-06-27,pl4_cu,cu,PVC,Pb,3.149294560198957,Total,Child,27,1.2,0.13996864711995363
2023-06-27,pl4_cu,cu,PVC,Pb,3.149294560198957,Total,Infant,7,0.8,0.3599193783084522
2023-06-27,pl4_cu,cu,PVC,Pb,3.149294560198957,Total,Pregnant Adult,65,1.8,0.08721123397474036
2023-06-27,pl4_cu,cu,PVC,Pb,3.149294560198957,Total,Teen,50,1.5,0.0944788368059687
2023-06-27,pl4_cu,cu,PVC,Pb,3.149294560198957,Total,Toddler,15,0.9,0.18895767361193744
2023-06-27,pl4_pb,pb,PVC,Pb,4.350242689512662,Total,Adult,70,2,0.12429264827179033
2023-06-27,pl4_pb,pb,PVC,Pb,4.350242689512662,Total,Child,27,1.2,0.19334411953389607
2023-06-27,pl4_pb,pb,PVC,Pb,4.350242689512662,Total,Infant,7,0.8,0.4971705930871614
2023-06-27,pl4_pb,pb,PVC,Pb,4.350242689512662,Total,Pregnant Adult,65,1.8,0.1204682590941968
2023-06-27,pl4_pb,pb,PVC,Pb,4.350242689512662,Total,Teen,50,1.5,0.13050728068537987
2023-06-27,pl4_pb,pb,PVC,Pb,4.350242689512662,Total,Toddler,15,0.9,0.26101456137075973
2023-06-27,pl5_cu,cu,Cast Iron,Pb,15.60421586549667,Total,Adult,70,2,0.4458347390141906
2023-06-27,pl5_cu,cu,Cast Iron,Pb,15.60421586549667,Total,Child,27,1.2,0.6935207051331853
2023-06-27,pl5_cu,cu,Cast Iron,Pb,15.60421586549667,Total,Infant,7,0.8,1.7833389560567625
2023-06-27,pl5_cu,cu,Cast Iron,Pb,15.60421586549667,Total,Pregnant Adult,65,1.8,0.43211674704452313
2023-06-27,pl5_cu,cu,Cast Iron,Pb,15.60421586549667,Total,Teen,50,1.5,0.4681264759649001
2023-06-27,pl5_cu,cu,Cast Iron,Pb,15.60421586549667,Total,Toddler,15,0.9,0.9362529519298002
2023-06-27,pl5_pb,pb,Cast Iron,Pb,1.648345503042701,Total,Adult,70,2,0.04709558580122003
2023-06-27,pl5_pb,pb,Cast Iron,Pb,1.648345503042701,Total,Child,27,1.2,0.07325980013523116
2023-06-27,pl5_pb,pb,Cast Iron,Pb,1.648345503042701,Total,Infant,7,0.8,0.18838234320488012
2023-06-27,pl5_pb,pb,Cast Iron,Pb,1.648345503042701,Total,Pregnant Adult,65,1.8,0.04564649085349018
2023-06-27,pl5_pb,pb,Cast Iron,Pb,1.648345503042701,Total,Teen,50,1.5,0.049450365091281034
2023-06-27,pl5_pb,pb,Cast Iron,Pb,1.648345503042701,Total,Toddler,15,0.9,0.09890073018256205
2023-06-27,pl6_cu,cu,PVC,Pb,5.012480357108199,Total,Adult,70,2,0.14321372448880568
2023-06-27,pl6_cu,cu,PVC,Pb,5.012480357108199,Total,Child,27,1.2,0.2227769047603644
2023-06-27,pl6_cu,cu,PVC,Pb,5.012480357108199,Total,Infant,7,0.8,0.5728548979552227
2023-06-27,pl6_cu,cu,PVC,Pb,5.012480357108199,Total,Pregnant Adult,65,1.8,0.1388071483506886
2023-06-27,pl6_cu,cu,PVC,Pb,5.012480357108199,Total,Teen,50,1.5,0.15037441071324598
2023-06-27,pl6_cu,cu,PVC,Pb,5.012480357108199,Total,Toddler,15,0.9,0.30074882142649195
2023-06-27,pl6_pb,pb,PVC,Pb,1.3167920767473542,Total,Adult,70,2,0.03762263076421012
2023-06-27,pl6_pb,pb,PVC,Pb,1.3167920767473542,Total,Child,27,1.2,0.05852409229988241
2023-06-27,pl6_pb,pb,PVC,Pb,1.3167920767473542,Total,Infant,7,0.8,0.1504905230568405
2023-06-27,pl6_pb,pb,PVC,Pb,1.3167920767473542,Total,Pregnant Adult,65,1.8,0.03646501135608058
2023-06-27,pl6_pb,pb,PVC,Pb,1.3167920767473542,Total,Teen,50,1.5,0.03950376230242063
2023-06-27,pl6_pb,pb,PVC,Pb,1.3167920767473542,Total,Toddler,15,0.9,0.07900752460484126
2023-07-04,pl1_pb,pb,Cast Iron,Pb,4.092324142631778,Total,Adult,70,2,0.11692354693233652
2023-07-04,pl1_pb,pb,Cast Iron,Pb,4.092324142631778,Total,Child,27,1.2,0.1818810730058568
2023-07-04,pl1_pb,pb,Cast Iron,Pb,4.092324142631778,Total,Infant,7,0.8,0.46769418772934607
2023-07-04,pl1_pb,pb,Cast Iron,Pb,4.092324142631778,Total,Pregnant Adult,65,1.8,0.11332589933441847
2023-07-04,pl1_pb,pb,Cast Iron,Pb,4.092324142631778,Total,Teen,50,1.5,0.12276972427895334
2023-07-04,pl1_pb,pb,Cast Iron,Pb,4.092324142631778,Total,Toddler,15,0.9,0.2455394485579067
2023-07-04,pl3_cu,cu,Cast Iron,Pb,25.16973266194116,Total,Adult,70,2,0.7191352189126046
2023-07-04,pl3_cu,cu,Cast Iron,Pb,25.16973266194116,Total,Child,27,1.2,1.1186547849751627
2023-07-04,pl3_cu,cu,Cast Iron,Pb,25.16973266194116,Total,Infant,7,0.8,2.8765408756504187
2023-07-04,pl3_cu,cu,Cast Iron,Pb,25.16973266194116,Total,Pregnant Adult,65,1.8,0.6970079814076015
2023-07-04,pl3_cu,cu,Cast Iron,Pb,25.16973266194116,Total,Teen,50,1.5,0.7550919798582347
2023-07-04,pl3_cu,cu,Cast Iron,Pb,25.16973266194116,Total,Toddler,15,0.9,1.51018395971647
2023-07-04,pl3_pb,pb,Cast Iron,Pb,10.764142218692712,Total,Adult,70,2,0.30754692053407745
2023-07-04,pl3_pb,pb,Cast Iron,Pb,10.764142218692712,Total,Child,27,1.2,0.47840632083078716
2023-07-04,pl3_pb,pb,Cast Iron,Pb,10.764142218692712,Total,Infant,7,0.8,1.2301876821363098
2023-07-04,pl3_pb,pb,Cast Iron,Pb,10.764142218692712,Total,Pregnant Adult,65,1.8,0.29808393836379815
2023-07-04,pl3_pb,pb,Cast Iron,Pb,10.764142218692712,Total,Teen,50,1.5,0.3229242665607813
2023-07-04,pl3_pb,pb,Cast Iron,Pb,10.764142218692712,Total,Toddler,15,0.9,0.6458485331215627
2023-07-04,pl4_cu,cu,PVC,Pb,5.111117890066115,Total,Adult,70,2,0.14603193971617473
2023-07-04,pl4_cu,cu,PVC,Pb,5.111117890066115,Total,Child,27,1.2,0.22716079511404955
2023-07-04,pl4_cu,cu,PVC,Pb,5.111117890066115,Total,Infant,7,0.8,0.5841277588646989
2023-07-04,pl4_cu,cu,PVC,Pb,5.111117890066115,Total,Pregnant Adult,65,1.8,0.14153864926336934
2023-07-04,pl4_cu,cu,PVC,Pb,5.111117890066115,Total,Teen,50,1.5,0.15333353670198346
2023-07-04,pl4_cu,cu,PVC,Pb,5.111117890066115,Total,Toddler,15,0.9,0.30666707340396687
2023-07-04,pl4_pb,pb,PVC,Pb,3.6133800478977887,Total,Adult,70,2,0.10323942993993682
2023-07-04,pl4_pb,pb,PVC,Pb,3.6133800478977887,Total,Child,27,1.2,0.16059466879545728
2023-07-04,pl4_pb,pb,PVC,Pb,3.6133800478977887,Total,Infant,7,0.8,0.4129577197597473
2023-07-04,pl4_pb,pb,PVC,Pb,3.6133800478977887,Total,Pregnant Adult,65,1.8,0.10006283209563108
2023-07-04,pl4_pb,pb,PVC,Pb,3.6133800478977887,Total,Teen,50,1.5,0.10840140143693366
2023-07-04,pl4_pb,pb,PVC,Pb,3.6133800478977887,Total,Toddler,15,0.9,0.21680280287386733
2023-07-04,pl5_cu,cu,Cast Iron,Pb,6.7798010613398345,Total,Adult,70,2,0.1937086017525667
2023-07-04,pl5_cu,cu,Cast Iron,Pb,6.7798010613398345,Total,Child,27,1.2,0.3013244916151038
2023-07-04,pl5_cu,cu,Cast Iron,Pb,6.7798010613398345,Total,Infant,7,0.8,0.7748344070102668
2023-07-04,pl5_cu,cu,Cast Iron,Pb,6.7798010613398345,Total,Pregnant Adult,65,1.8,0.18774833708325697
2023-07-04,pl5_cu,cu,Cast Iron,Pb,6.7798010613398345,Total,Teen,50,1.5,0.20339403184019503
2023-07-04,pl5_cu,cu,Cast Iron,Pb,6.7798010613398345,Total,Toddler,15,0.9,0.4067880636803901
2023-07-04,pl5_pb,pb,Cast Iron,Pb,10.1421315608324,Total,Adult,70,2,0.2897751874523543
2023-07-04,pl5_pb,pb,Cast Iron,Pb,10.1421315608324,Total,Child,27,1.2,0.45076140270366216
2023-07-04,pl5_pb,pb,Cast Iron,Pb,10.1421315608324,Total,Infant,7,0.8,1.1591007498094172
2023-07-04,pl5_pb,pb,Cast Iron,Pb,10.1421315608324,Total,Pregnant Adult,65,1.8,0.2808590278384357
2023-07-04,pl5_pb,pb,Cast Iron,Pb,10.1421315608324,Total,Teen,50,1.5,0.304263946824972
2023-07-04,pl5_pb,pb,Cast Iron,Pb,10.1421315608324,Total,Toddler,15,0.9,0.608527893649944
2023-07-04,pl6_cu,cu,PVC,Pb,111.83986586855434,Total,Adult,70,2,3.1954247391015524
2023-07-04,pl6_cu,cu,PVC,Pb,111.83986586855434,Total,Child,27,1.2,4.970660705269081
2023-07-04,pl6_cu,cu,PVC,Pb,111.83986586855434,Total,Infant,7,0.8,12.781698956406212
2023-07-04,pl6_cu,cu,PVC,Pb,111.83986586855434,Total,Pregnant Adult,65,1.8,3.097103977898428
2023-07-04,pl6_cu,cu,PVC,Pb,111.83986586855434,Total,Teen,50,1.5,3.3551959760566303
2023-07-04,pl6_cu,cu,PVC,Pb,111.83986586855434,Total,Toddler,15,0.9,6.710391952113261
2023-07-04,pl6_pb,pb,PVC,Pb,4.811072467508125,Total,Adult,70,2,0.137459213357375
2023-07-04,pl6_pb,pb,PVC,Pb,4.811072467508125,Total,Child,27,1.2,0.2138254430003611
2023-07-04,pl6_pb,pb,PVC,Pb,4.811072467508125,Total,Infant,7,0.8,0.5498368534295001
2023-07-04,pl6_pb,pb,PVC,Pb,4.811072467508125,Total,Pregnant Adult,65,1.8,0.133229699100225
2023-07-04,pl6_pb,pb,PVC,Pb,4.811072467508125,Total,Teen,50,1.5,0.14433217402524373
2023-07-04,pl6_pb,pb,PVC,Pb,4.811072467508125,Total,Toddler,15,0.9,0.2886643480504875
2023-07-11,pl1_cu,cu,Cast Iron,Pb,7.285864221728829,Total,Adult,70,2,0.20816754919225225
2023-07-11,pl1_cu,cu,Cast Iron,Pb,7.285864221728829,Total,Child,27,1.2,0.3238161876323924
